Estación|Nombre estación|Red|Nombre red|Canales|Instrumentos|Región|Provincia|Comuna|Inicio registros|Término registros|Latitud|Longitud|Datum|Elevación
GO03|Copiapo (Tierra Amarilla), Chile|C|Chilean National Seismic Network|ACE;BDF;BDO;BHE;BHN;BHZ;HNE;HNN;HNZ;LCE;LCO;LCQ;LDF;LDM;LDO;LDV;LEH;LEP;LER;LEW;LHE;LHN;LHZ;LIM;LIO;LKH;LKM;LKO;LNE;LNN;LNZ;LOG;LRH;LRO;LWD;LWS;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|NCPA microbarometer/Q330 w/Environmental Processor;Quanterra 330 Linear Phase Composite;Nanometrics Trillium 240 Sec Response sn 400 and a;qep, w/ fixed vaisala wxt250 weather station;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Setra 278 microbarometer - High Altitude/Q330 w/En;Q330 w/Environmental Processor, fixed State of Hea|Atacama|Copiapó|Tierra Amarilla|2011-08-01|2599-12-31|-27.5937|-70.2347|WGS84|730.0
GO04|Tololo Observatory, Vicuna, Chile|C|Chilean National Seismic Network|ACE;BDF;BDO;BHE;BHN;BHZ;HNE;HNN;HNZ;LCE;LCO;LCQ;LDF;LDM;LDO;LDV;LEH;LEP;LER;LEW;LHE;LHN;LHZ;LIM;LIO;LKH;LKM;LKO;LNE;LNN;LNZ;LOG;LRH;LRO;LWD;LWS;OCF;VCO;VEA;VEC;VEP;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|NCPA microbarometer/Q330 w/Environmental Processor;Quanterra 330 Linear Phase Composite;Nanometrics Trillium 240 Sec Response sn 400 and a;qep, w/ fixed vaisala wxt250 weather station;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Setra 278 microbarometer - High Altitude/Q330 w/En;Q330 w/Environmental Processor, fixed State of Hea|Coquimbo|Elqui|Vicuña|2011-07-15|2599-12-31|-30.1727|-70.7993|WGS84|2076.0
GO05|Hualane, Chile|C|Chilean National Seismic Network|ACE;BDF;BDO;BHE;BHN;BHZ;HNE;HNN;HNZ;LCE;LCO;LCQ;LDF;LDM;LDO;LDV;LEH;LEP;LER;LEW;LHE;LHN;LHZ;LIM;LIO;LKH;LKM;LKO;LNE;LNN;LNZ;LOG;LRH;LRO;LWD;LWS;OCF;VCO;VEA;VEC;VEP;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|NCPA microbarometer/Q330 w/Environmental Processor;Quanterra 330 Linear Phase Composite;Nanometrics Trillium 240 Sec Response sn 400 and a;qep, w/ fixed vaisala wxt250 weather station;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Setra 278 microbarometer - High Altitude/Q330 w/En;Q330 w/Environmental Processor, fixed State of Hea|Maule|Talca|Curepto|2011-06-30|2599-12-31|-35.0099|-71.9303|WGS84|488.0
GO06|Curarrehue (Paso Mamuil Malal), Chile|C|Chilean National Seismic Network|ACE;BDF;BDO;BHE;BHN;BHZ;HNE;HNN;HNZ;LCE;LCO;LCQ;LDF;LDM;LDO;LDV;LEH;LEP;LER;LEW;LHE;LHN;LHZ;LIM;LIO;LKH;LKM;LKO;LNE;LNN;LNZ;LOG;LRH;LRO;LWD;LWS;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|NCPA microbarometer/Q330 w/Environmental Processor;Quanterra 330 Linear Phase Composite;Nanometrics Trillium 240 Sec Response sn 400 and a;qep, w/ fixed vaisala wxt250 weather station;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Setra 278 microbarometer - High Altitude/Q330 w/En;Q330 w/Environmental Processor, fixed State of Hea|La Araucanía|Cautín|Curarrehue|2011-08-01|2599-12-31|-39.5839|-71.472|WGS84|1258.0
GO07|Milladeo Hill, Quellon, Chile|C|Chilean National Seismic Network|ACE;BDF;BDO;BHE;BHN;BHZ;HNE;HNN;HNZ;LCE;LCO;LCQ;LDF;LDM;LDO;LDV;LEH;LEP;LER;LEW;LHE;LHN;LHZ;LIM;LIO;LKH;LKM;LKO;LNE;LNN;LNZ;LOG;LRH;LRO;LWD;LWS;OCF;VCO;VEA;VEC;VEP;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|NCPA microbarometer/Q330 w/Environmental Processor;Quanterra 330 Linear Phase Composite;Nanometrics Trillium 240 Sec Response sn 400 and a;qep, w/ fixed vaisala wxt250 weather station;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Setra 278 microbarometer - High Altitude/Q330 w/En;Q330 w/Environmental Processor, fixed State of Hea|Los Lagos|Chiloé|Quellón|2011-09-24|2599-12-31|-43.1142|-73.6644|WGS84|178.0
GO08|Villa O'Higgins, Chile|C|Chilean National Seismic Network|ACE;BDF;BDO;BHE;BHN;BHZ;HNE;HNN;HNZ;LCE;LCO;LCQ;LDF;LDM;LDO;LDV;LEH;LEP;LER;LEW;LHE;LHN;LHZ;LIM;LIO;LKH;LKM;LKO;LNE;LNN;LNZ;LOG;LRH;LRO;LWD;LWS;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|NCPA microbarometer/Q330 w/Environmental Processor;Quanterra 330 Linear Phase Composite;Nanometrics Trillium 240 Sec Response sn 400 and a;qep, w/ fixed vaisala wxt250 weather station;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Setra 278 microbarometer - High Altitude/Q330 w/En;Q330 w/Environmental Processor, fixed State of Hea|Aysén del General Carlos Ibáñez del Campo|Capitán Prat|O'Higgins|2011-08-01|2599-12-31|-48.4648|-72.5566|WGS84|1000.0
GO09|Cerro Castillo, Chile|C|Chilean National Seismic Network|ACE;BDF;BDO;BHE;BHN;BHZ;HNE;HNN;HNZ;LCE;LCO;LCQ;LDF;LDM;LDO;LDV;LEH;LEP;LER;LEW;LHE;LHN;LHZ;LIM;LIO;LKH;LKM;LKO;LNE;LNN;LNZ;LOG;LRH;LRO;LWD;LWS;OCF;VCO;VEA;VEC;VEP;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|NCPA microbarometer/Q330 w/Environmental Processor;Quanterra 330 Linear Phase Composite;Nanometrics Trillium 240 Sec Response sn 400 and a;qep, w/ fixed vaisala wxt250 weather station;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Setra 278 microbarometer - High Altitude/Q330 w/En;Q330 w/Environmental Processor, fixed State of Hea|Magallanes y de la Antártica Chilena|Última Esperanza|Torres del Paine|2011-07-04|2599-12-31|-51.2707|-72.3381|WGS84|372.0
GO10|Punta Arenas, Chile|C|Chilean National Seismic Network|ACE;BDF;BDO;BHE;BHN;BHZ;HNE;HNN;HNZ;LCE;LCO;LCQ;LDF;LDM;LDO;LDV;LEH;LEP;LER;LEW;LHE;LHN;LHZ;LIM;LIO;LKH;LKM;LKO;LNE;LNN;LNZ;LOG;LRH;LRO;LWD;LWS;OCF;VCO;VEA;VEC;VEP;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|NCPA microbarometer/Q330 w/Environmental Processor;Quanterra 330 Linear Phase Composite;Nanometrics Trillium 240 Sec Response sn 400 and a;qep, w/ fixed vaisala wxt250 weather station;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Setra 278 microbarometer - High Altitude/Q330 w/En;Q330 w/Environmental Processor, fixed State of Hea|Magallanes y de la Antártica Chilena|Magallanes|Punta Arenas|2011-07-10|2599-12-31|-53.1546|-71.0498|WGS84|652.0
HUNY|Huinay|C|Chilean National Seismic Network|ACE;BHE;BHN;BHZ;HHE;HHN;HHZ;LCE;LCQ;LHE;LHN;LHZ;LOG;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|Quanterra 330 Linear Phase Composite;Nanometrics Trillium 40 Sec Response/Quanterra 330|Los Lagos|Palena|Hualaihué|2011-01-01|2011-11-02|-42.379|-72.4142|WGS84|50.0
LAJA|LAJA|C|Chilean National Seismic Network|HNE;HNN;HNZ|Episensor 200 Hz 5 Volt per g/KMI Rock Acausal w 5|Biobío|Biobío|Quilleco|2013-06-20|2015-05-03|-37.2809|-72.112|WGS84|84.0
LMEL|LMEL|C|Chilean National Seismic Network|ACE;BHE;BHN;BHZ;BNE;BNN;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;LNE;LNN;LNZ;LOG;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|Quanterra 330 Linear Phase Composite;Episensor 200 Hz 2.5 Volt per g/Quanterra 330 Line;Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|Metropolitana de Santiago|Cordillera|San José de Maipo|2010-06-01|2599-12-31|-33.8476|-70.2075|WGS84|1536.0
RCDM|CSN|C|Chilean National Seismic Network|BNE;BNN;BNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Maipú|2002-11-11|2014-10-01|-33.4892|-70.8064|WGS84|487.0
ROC1|ROC1|C|Chilean National Seismic Network|ACE;BHE;BHN;BHZ;BNE;BNN;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;LNE;LNN;LNZ;LOG;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|Quanterra 330 Linear Phase Composite;Episensor 200 Hz 2.5 Volt per g/Quanterra 330 Line;Trillium Compact, 120 s, 754 V/m/s-Q330SR, gain 1,;Nanometrics Trillium 40 Sec Response/Quanterra 330|Valparaíso|Quillota|Hijuelas|2011-01-01|2018-01-26|-32.9756|-71.0156|WGS84|2191.0
STL|Santa Lucia|C|Chilean National Seismic Network|BHE;BHN;BHZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1;CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Episensor, DC to >200 Hz,  20V differential full s|Metropolitana de Santiago|Santiago|Santiago|2002-04-11|2012-02-20|-33.4404|-70.6428|WGS84|616.0
TLL|Tololo|C|Chilean National Seismic Network|ACE;BHE;BHN;BHZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;LNE;LNN;LNZ;LOG;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|Quanterra 330 Linear Phase Composite;Episensor 200 Hz 2.5 Volt per g/Quanterra 330 Line;Nanometrics Trillium 40 Sec Response/Quanterra 330|Coquimbo|Elqui|Vicuña|2011-01-01|2012-08-23|-30.1696|-70.8054|WGS84|2260.0
AC01|Pan de Azucar|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Atacama|Chañaral|Chañaral|2012-08-13|2599-12-31|-26.14788|-70.59866|WGS84|346.0
AC02|Maricunga|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Atacama|Copiapó|Copiapó|2014-02-04|2599-12-31|-26.835517|-69.129067|WGS84|3980.0
AC03|Aeropuerto Atacama|C1|CSN|BHE;BHN;BHZ;BNE;BNN;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;LNE;LNN;LNZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Atacama|Copiapó|Caldera|2013-06-08|2014-01-12|-27.239139|-70.745496|WGS84|321.0
AC04|Llanos de Challe|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Atacama|Huasco|Huasco|2014-02-08|2599-12-31|-28.204575|-71.073928|WGS84|228.0
AC05|El Transito|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Trillium Compact, 120 s, 754 V/m/s-Q330SR, gain 1;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Atacama|Huasco|Alto del Carmen|2014-02-09|2017-11-14|-28.836377|-70.273777|WGS84|1227.0
AC06|Copiapo, Mina Casimiro Domeyko|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1;CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,|Atacama|Copiapó|Copiapó|2015-08-28|2599-12-31|-27.357117|-70.354689|WGS84|380.0
AC07|Bahia Inglesa|C1|CSN|BHE;BHN;BHZ;HHE;HHN;HHZ;LHE;LHN;LHZ|Trillium Horizon 120, 120 s, 1200 V/m/s-Q330S+, ga|Atacama|Copiapó|Caldera|2019-11-07|2599-12-31|-27.1297|-70.8602|WGS84|72.0
AF01|SAN PEDRO DE ATACAMA|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1;CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Episensor, DC to >200 Hz,  20V differential full s|Antofagasta|El Loa|San Pedro de Atacama|2015-06-05|2020-10-16|-22.95196|-68.17876|WGS84|2442.9
AP01|Chacalluta|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Arica y Parinacota|Arica|Arica|2013-11-16|2599-12-31|-18.37084|-70.34197|WGS84|31.0
AP02|Surire|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Episensor, DC to >200 Hz,  20V differential full s;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Arica y Parinacota|Parinacota|Putre|2017-04-27|2599-12-31|-18.853959|-69.143334|WGS84|4334.0
AY01|PUYUHUAPI|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1;CMG-5T, DC_100 s,  1.0241 V/m/s**2|Aysén del General Carlos Ibáñez del Campo|Aisén|Cisnes|2015-05-09|2599-12-31|-44.42092|-72.64803|WGS84|9.0
AY02|VALLE EXPLORADORES|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Trillium 40, 40 s, 1553 V/m/s-Q330SR, gain 1, 100;CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Aysén del General Carlos Ibáñez del Campo|Aisén|Aisén|2015-04-07|2017-02-11|-46.48392|-73.19474|WGS84|79.0
AY03|Cochrane|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Trillium 40, 40 s, 1553 V/m/s-Q330SR, gain 1;CMG-5T, DC_100 s,  1.02 V/m/s**2|Aysén del General Carlos Ibáñez del Campo|Capitán Prat|Cochrane|2017-01-10|2599-12-31|-47.253042|-72.590769|WGS84|206.5
AY04|Chile Chico|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1;CMG-5T, DC_100 s,  1.02 V/m/s**2, 2g clip level, 2|Aysén del General Carlos Ibáñez del Campo|General Carrera|Chile Chico|2019-04-24|2599-12-31|-46.582606|-71.6909|WGS84|308.4
AY05|Puerto Aguirre|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1;CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,|Aysén del General Carlos Ibáñez del Campo|Aisén|Aisén|2019-01-16|2599-12-31|-45.150958|-73.511667|WGS84|20.5
AY06|Caleta Tortel|C1|CSN|BHE;BHN;BHZ;HHE;HHN;HHZ;LHE;LHN;LHZ|Trillium 240, generation 2, 240 s, 1189 V/m/s-Q330|No aplica|No aplica|No aplica|2019-03-20|2599-12-31|-47.803341|-73.537778|WGS84|57.0
BI02|San Fabian de Alico|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Ñuble|Punilla|San Fabián|2014-01-10|2599-12-31|-36.6634|-71.2731|WGS84|913.0
BI03|TIGO|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Biobío|Concepción|Concepción|2013-06-21|2015-04-08|-36.8438|-73.0258|WGS84|196.0
BI04|Isla Mocha|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1;CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120QA, 120 s, 1202 V/m/s-Q330SR, gain 1|Biobío|Arauco|Lebu|2016-10-28|2017-10-20|-38.41161|-73.88622|WGS84|41.0
BI05|Faro Punta Hualpen|C1|CSN|BHE;BHN;BHZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Biobío|Concepción|Hualpén|2015-09-13|2599-12-31|-36.74784|-73.19051|WGS84|52.0
BI06|Cobquecura|C1|CSN|BHE;BHN;BHZ;HHE;HHN;HHZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|CMG-40T, 30 s, 800 V/m/s-Q330SR, gain 1|Ñuble|Itata|Cobquecura|2018-02-16|2599-12-31|-36.131306|-72.788472|WGS84|23.0
BO01|Tunca|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Libertador General Bernardo O'Higgins|Cachapoal|San Vicente|2014-02-06|2599-12-31|-34.3917|-71.0848|WGS84|262.5
BO02|Daracena|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Libertador General Bernardo O'Higgins|Colchagua|San Fernando|2014-01-16|2599-12-31|-34.792453|-70.781492|WGS84|886.0
BO03|Pichilemu|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Libertador General Bernardo O'Higgins|Cardenal Caro|Pichilemu|2014-10-29|2599-12-31|-34.49605|-71.9612|WGS84|128.0
BO04|La Punta|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 4|Libertador General Bernardo O'Higgins|Cachapoal|Mostazal|2015-09-25|2599-12-31|-33.988897|-70.609041|WGS84|682.7
CO01|Juntas del Toro|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Coquimbo|Elqui|Vicuña|2014-02-11|2599-12-31|-29.97725|-70.09397|WGS84|2157.4
CO02|Combarbala|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 0|Coquimbo|Limarí|Combarbalá|2013-06-19|2599-12-31|-31.2037|-71.0002|WGS84|1190.0
CO03|El Pedregal|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Coquimbo|Limarí|Monte Patria|2014-02-11|2599-12-31|-30.8389|-70.6891|WGS84|1003.0
CO04|Los Peladeros|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Coquimbo|Choapa|Salamanca|2014-02-08|2599-12-31|-32.043318|-70.974692|WGS84|2408.0
CO05|LA SERENA|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Coquimbo|Elqui|La Serena|2015-04-02|2599-12-31|-29.91864|-71.23841|WGS84|101.0
CO06|Fray Jorge, IV Region Coquimbo|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Episensor, DC to >200 Hz,  20V differential full s;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Coquimbo|Limarí|Ovalle|2015-05-11|2599-12-31|-30.673813|-71.634987|WGS84|246.6
CO10|PUNTA DE CHOROS|C1|CSN|BHE;BHN;BHZ;HHE;HHN;HHZ;LHE;LHN;LHZ;VHE;VHN;VHZ|Trillium Compact, 120 s, 754 V/m/s-Q330SR, gain 1,|Coquimbo|Elqui|La Higuera|2017-10-16|2599-12-31|-29.24057|-71.46087|WGS84|35.0
DG01|Bodega DGF Multiparametrica|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Nanometrics Trillium 120 Sec Response/Quanterra 33|Metropolitana de Santiago|Santiago|Santiago|2013-06-07|2015-02-16|-33.4563|-70.6624|WGS84|609.0
DG01|Bodega DGF Multiparametrica|C1|CSN|BHZ;HHE;HHN;HHZ;LCE;LCQ;LHZ;VCO;VEA;VEC;VEP;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Nanometrics Trillium 120 Sec Response/Quanterra 33|Metropolitana de Santiago|Santiago|Santiago|2013-06-07|2015-02-16|-33.4563|-70.6624|WGS84|609.0
